Speaker,Speech,Words_in_Speech,Language
SHRI PRALHAD JOSHI,"Sir, let me tell you one thing. They are now talking about गरीबी हटाओ। … (Interruptions) खड़गे साहब ने भी गरीबी का जिक्र किया। माननीय राष्ट्रपति जी ने ऐड्रैस में कहा था - गरीबों की उन्नति, पावर्टी इरैडिकेशन, किसानों की समृद्धि, युवाओं को रोजगार। इसे रैफर करते हुए खड़गे जी ने भी कहा था। Most unfortunately, Shri Rahul Gandhi ji is also referring to it. May I tell you one thing, Sir? TheGaribi Hataoslogan was given in 1971. After 1971 and up to 2014, the UPA Government appointed five Committees. They are: Rangarajan Committee, N.C. Saxena Committee, World Bank Committee, Tendulkar Committee, Arjun Sengupta Committee. The Report of the Arjun Sengupta Committee was not published. There was one more Committee – Hashim Committee. Sir, all these Committees were appointed to understand as to what the level of poverty was and what the BPL level in the country was. If you take into consideration of the average of all these Committees put together, you will find that 40 per cent of the people are still under below the Below Poverty Line. The Arjun Sengupta Committee said that the spending capacity of 80 crore people of this country was less than Rs.20 per day. Who was ruling the country during that period, Sir? Shall I tell you, Sir? Jawaharlal Nehru ruled for 17 years; Indira Gandhi ji ruled for 15 years; Narasimha Rao ji ruled for five years; Rajiv Gandhi ji ruled for five years; * * . These people had ruled this country for 47 years. Poverty in this country today is … (Interruptions) Shri Tariq Anwar ji, please listen. … (Interruptions) The entire world knows as to who was ruling the country during the ten-year period of Dr. Manmohan Singh? … (Interruptions)*",292,hi
HON. CHAIRPERSON,"Shri Pralhad Joshi, please address the Chair.",7,en
SHRI PRALHAD JOSHI,"Sir, I am addressing the Chair. Sir, 40 per cent of the people were below the poverty line. The Congress Party ruled this country for 52 years. … (Interruptions)",29,en
HON. CHAIRPERSON,I will go through the record. I will take a decision after going through the record.,16,en
"Shri Pralhad Joshi ji, please continue. SHRI PRALHAD JOSHI","* * … (Interruptions) ये लोग पूछते हैं कि अच्छे दिन कब आएंगे, कहां आएंगे, किसके आएंगे। मैं यह बोल सकता हूं कि अच्छे दिन इस देश के लोगों के लिए आएंगे, कांग्रेस के लिए कभी भी अच्छे दिन नहीं आने वाले हैं, यह बात आप समझ लीजिए। Sir, they are talking about the bank nationalisation. The Committee which was appointed by them had said that even after the bank nationalisation, more than 60 per cent of the people were out of the banking net. Is it a fact or not? After this, they tried for the financial inclusion. I am not telling ‘no’. But more than 40 per cent of the people were out of the banking network. That is why Prime Minister Jan Dhan Yojana was brought in; and it was the most successful Yojana. Now, they are talking about corruption. What about the National Herald issue? It issub judicein the court, and I do not want to refer much. Sir, how much did they spend on infrastructure? Forty per cent of the total road traffic is on the national highways but these people constructed just two per cent of the roads in the entire 52 years of their tenure. But during the period of Atalji’s Government, just in five years, 16,000 kilometres of the highways were constructed, which was accepted by the UPA while submitting the affidavit in the court. Even in the short period of Modiji’s Government, we have already completed 7,890 kilometres of roads. Sir, coming back to the PMGSY, thePradhan Mantri, who sits in Delhi, गांवों की रोड के बारे में सोचने के लिए श्री अटल बिहारी वाजपेयी को इस देश में आना पड़ा। These people never thought that there should be a road connectivity in the villages. So, we started the Pradhan Mantri Gram Sadak Yojana. They are talking about MNNREGA. एमएनआरईजीए के बारे में हमारे प्रधान मंत्री जी ने जो कहा था, वह ठीक ही था। अभी हमने उसमें क्या चेंज करवाया? We have converted it. Durable assets, करने के लिए जो कुछ करना है, उसे हमने कर लिया। Sir, about the power generation, he has referred to the Deen Dayal Upadhyaya scheme. There has been an increase in power generation by 8.4 per cent in the country since 2014. … (Interruptions) Sir, shall I tell you one thing? Today, even surplus power is available in some of the States. But it cannot be transferred to Southern States. It cannot be transferred from one region to another region. Why? It is because there is no transmission facility, there is no corridor. After 52 years of their rule, एक वायर भी ट्रांसफार्मेशन के लिए नहीं है; there is not even a single wire for transmitting power! Who is responsible for this? … (Interruptions) Sir, they do not want to listen … (Interruptions) According to CEA, in Karnataka, there is a deficit of four per cent of electricity. Out of 70 years, these people had ruled for more than 52 years but कर्नाटक में आज भी दो घंटे के लिए इलैक्ट्रीसिटी देते हैं। हम कल पीयूष गोयल साहब से मिले and told him to provide electricity. He readily agreed to give us 319 MW. But these people say that they do not want to take it. They do not want electricity from the Centre, who is ready to supply. Do you now, why, Sir? They want to purchase it from the private people, for the obvious reason. I do not want to tell it here. Sir, they are talking about terrorism. टेरोरिज्म के बारे में वह बात कर रहे हैं। What their former Home Minister had said, I have already mentioned. The entire country knows how the Ishrat Jahan case was handled. Headley, who is an approver, has said it. But they are asking -- how can we believe a criminal? Sir, we are not believing a criminal, but he is an approver and in a corroborative evidence, he has given a statement. But they are questioning his statement. I am really surprised. Also, Sir, after that, what the former Home Secretary has said. He said that Ishrat Jahan was an LeT operator, but that line was deleted from the second affidavit… (Interruptions) Sir, here, I want to quote an example of Mahabharat. जब महाभारत का युद्ध चल रहा था तब दुर्योध्यन को यक्ष ने बंदी कर लिया। उस समय धर्मराज ने भीम से दुर्योध्यन को छुड़ाने के लिए कहा, तो उसने कहा कि हम नहीं छुड़ायेंगे, क्योंकि वह अच्छा आदमी नहीं है। लेकिन धर्मराज ने कहा कि ‘वयं पंचादिकम् शतम् ।’ हम आपस में झगड़ा करते हैं तो हम अलग हैं लेकिन जब हम दूसरे के साथ लड़ते हैं तो हम 105 हैं। व्यम् पंचादिकम शतम्। ...(व्यवधान) इन लोगों ने क्या किया, मोदी जी और अमित शाह जी को दबाने के लिए, उनको टार्चर करने के लिए इशरत जान who was a terrorist and it is coming out now. उनको बिहार की बेटी कह दिया, इन्होंने क्या-क्या दिया, मैं नहीं जानता हूं। कैसे अंडर सैक्रेट्री को टार्चर किया, यह सब रिकार्ड में आ रहा है, इनको सब पता चलेगा।...(व्यवधान) Now, I am coming to Karnataka. Sir, Rs. 1,540 crore was given for drought relief. This is the highest ever amount for the State of Karnataka given by the Centre. These people have distributed only Rs. 192 crore. So far, they have not been able to distribute money. There are many things. … (Interruptions)",900,hi
HON. CHAIRPERSON,"Joshi Ji, please wind up. … (Interruptions)",7,en
SHRI PRALHAD JOSHI,"I want to tell them aboutFasal Bima Yojana.The first crop insurance scheme was launched and fabricated by Shri Atal Behari Vajpayee. As it was a new scheme, we told to further improve it. What these people did was that they gave it to private people and ultimately, the farmers did get nothing. We met the then Prime Minister Shri Manmohan Singh Ji but nothing was done. Today, our Prime Minister Narendra Modi Ji thinks of the farmers. फसल बीमा योजना इतनी अच्छी है, Each and every farm will be checked through new technology. … (Interruptions)",95,hi
HON. CHAIRPERSON,Please conclude Joshi Ji. … (Interruptions),6,en
SHRI PRALHAD JOSHI,"I will take another two minutes. Sir, they are talking about corruption. What is happening in Karnataka? The … (Interruptions)… * * is * * * * … (Interruptions)… * हैं?...(व्यवधान) न समाजवादी हैं, लोहियावादी हैं, वह हैं?...(व्यवधान) न समाजवादी हैं, लोहियावादी हैं, वह … (Interruptions)… * . ...",49,hi
HON. CHAIRPERSON,"Joshi Ji, please wind up. … (Interruptions)",7,en
SHRI PRALHAD JOSHI,"I am not yielding. This … (Interruptions)…*initially has said पांच लाख के लिए दे देता हूं, ले लो। ...(व्यवधान) बाद में जब पता चल गया कि उसका 70 लाख है, एक महीने के बाद They searched one person and they **.",41,hi
HON. CHAIRPERSON,Please conclude. I will call another Member. … (Interruptions),9,en
SHRI PRALHAD JOSHI,I am not alleging anything. **… (Interruptions),7,en
HON. CHAIRPERSON,We are discussing the President’s Address. … (Interruptions),8,en
SHRI PRALHAD JOSHI,** … (Interruptions)… *… (Interruptions) ** … (Interruptions)… *,9,en
HON. CHAIRPERSON,"Please wind up. Now, Mulayam Singh Ji. … (Interruptions)",9,en
SHRI PRALHAD JOSHI,I am concluding. **,4,en
HON. CHAIRPERSON,I have allowed hon. Mulayam Singh Ji. You please speak. … (Interruptions),12,en
SHRI MALLIKARJUN KHARGE (GULBARGA),"Sir, I request you to expunge all those things which are irrelevant.… (Interruptions)",13,en
HON. CHAIRPERSON,"Hon. Shri Mulayam Singh Yadav Ji, please.",7,en
SHRI MALLIKARJUN KHARGE,We want to expunge them.… (Interruptions),6,en
HON. CHAIRPERSON,Nothing is going to be recorded. … (Interruptions)… * *,10,en
SHRI PRALHAD JOSHI,"Sir, I am going to conclude in 30 seconds.",9,en
HON. CHAIRPERSON,You conclude.,2,en
SHRI PRALHAD JOSHI,"Sir, as soon as the gift was received, it was his duty to declare. He has not done that. After one month, he has declared. It is a…*. It is a…*. It is a…*.ऐसा एक एलिगेशन है। I want that the Central Government should inquire into this. Thank you very much. … (Interruptions)",53,hi
HON. CHAIRPERSON,Nothing is going on the record. … (Interruptions)…,8,en
SHRI MALLIKARJUN KHARGE,This cannot go on the record.,6,en
HON. CHAIRPERSON,I have said nothing is going on the record. … (Interruptions)…,11,en
SHRI MALLIKARJUN KHARGE,"So, you have to check up.",6,en
HON. CHAIRPERSON,Right.,1,en
SHRI MALLIKARJUN KHARGE,"Otherwise, I have to speak about Gujarat, Maharashtra, Chhatisgarh, Madhya Pradesh… (Interruptions)",12,en
