Speaker,Speech,Words_in_Speech,Language
SHRI MEKAPATI RAJA MOHAN REDDY (NELLORE),"Thank you hon. Deputy Speaker Sir for giving me an opportunity to speak on the Motion of Thanks to the hon. President for his address to both the Houses of Parliament on 23rdFebruary, 2015. I support this Motion on behalf of my Party – YSR Congress Party. We are happy that the Address presents a large number of positives in the coming days for the country, mainly on the economic and fiscal fronts. The country is expected to save 50 billion dollars per annum only on account of fall in global crude prices which means a saving of 3 lakh crore rupees. This year the international coal prices have fallen by more than 50 per cent or that of the previous year. All these factors have substantially contributed to the reduction on Union Government’s outflow on subsidies, as a result, we sincerely hope that the fiscal deficit for the current fiscal does not cross the targeted 4.1 per cent of GDP. We broadly welcome the recommendations of the 14thFinance Commission placed before the House on 24thFebruary, 2015. We welcome higher fiscal space for States with tax devolutions from the Centre to States proposed to go up from the present 32 per cent to 42 per cent for the five year period 2015-2020. We also welcome the additional grants given to Andhra Pradesh for meeting the Revenue Deficit for the 2015-2020. But we feel the figure proposed may not be sufficient to meet the actual gap. We request that the amount to be reimbursed may be kept open-ended so that the actual deficit may be reimbursed. We sincerely hope that the Government will honour its promise of granting special category status for Andhra Pradesh and Telangana also, besides all other commitments made in the Andhra Pradesh Re-organisation Act. Contrary to everybody’s expectation, the Government has not yet passed the entire benefit of global crude prices fall to consumers. The Central Government has been enhancing the excise duties and the State Governments on their part are increasing the VAT on petrol which is now 35 per centad valorem. We request the Government to further reduce the petroleum prices in line with the global prices. I am happy that the address promises to fill up the gaps in agricultural and allied activities. We welcome this. Although this has been talked of several times in the past, nothing concrete has been done so far. We cannot forget that China which set its country on the famous economic reform path in 1978, indeed began with comprehensive reforms in agriculture aimed at increasing per acre incomes of the farmers. Unfortunately, we started our reforms in 1991 without addressing agriculture. The result is that our GDP growth levels over two decades almost remained stagnant at 6 per cent per annum, except perhaps in those years the base had changed. Sir, even worse is the fact that as against the annual growth rate of 5.2 per cent for agriculture and allied activities for the decade 1981-1991, the subsequent decade saw the fall in growth rate to 2.2 per cent. This has not substantially improved even in the recent decade. This is naturally a matter of serious concern. The sector like agriculture employing about 60 per cent of the country’s workforce is growing only at 2 per cent per annum. Our farmers have been toiling day in day out to give us food security by increasing food production year after year. We do not even compensate them for input price increase. The increase in MSP for various crops for 2014-15 was the lowest in percentage in the last decade. We do not know what happened to Dr. M.S. Swaminathan formula for fixing the MSP. It is unfortunate that in most parts of the country, even this MSP was not implemented as the off-take from FCI and CCI has been reduced and erratic, forcing the farmers to make distress sale at much below the MSP. For how long should we count our food security on the helplessness of our poor farmers? It is not known as to why the Government has not announced export policy for crops like cotton, where the production has exceeded targets. The cotton farmers suffered the worst during the current year selling the product much below the MSP. Take the case with supply of urea for Rabi. There was no proper planning. The five months from June to October in 2014-15 saw only 17.37 lakh tonnes being imported, as against 43.82 lakh tonnes during the same period of the previous year. In other words, imports did not happen in time for planting for the rabi season, from November. There was a flood of imports after November. But by then, farmers had already planted their paddy, wheat, mustard orchana. Given the facts that our population increases at least at 2.5 crore per annum, farm yields almost remaining stagnant due to the failure of various States in the country in exploiting available irrigation potential; and dwindling global tradable surplus of food grains due to the developed countries converting the lands which they hitherto used for food crops to renewable energy plantations for meeting the emission standards. Reforms in agriculture should precede all other things, lest we have to witness Bengal famine days. The NITI Aayog should entirely concentrate on the reforms in agriculture and allied activities. They must closely work with various State Governments laying higher focus on animal husbandry and fisheries. While on this subject, we request you to reconsider the proposed amendment to enact the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, exempting compliance with the provisions of Chapters 2 and 3 of the said Act in respect of acquisitions for defence, infrastructure etc. As per the newly inserted section 10(A) of the Amendment Bill, Chapter 3 of the Act dealing with prohibition/restrictions on acquisition of irrigated multi-cropped lands will not apply for the aforesaid purposes. Almost all the opposition political parties have threatened to stall the Parliament if the Union Government does not continue the prohibition in relation to acquisition of multi-cropped agricultural lands even for important public purposes. In India, about 48 per cent of the total land is arable land, that is, land useful for agriculture. Of this, only 20 per cent is served by under gravitation based canal system. This is a priceless asset, given the fact only way the country has been able to increase crop productivity is by harnessing additional irrigation potential.",1079,en
SHRIMATI SUPRIYA SULE (BARAMATI),"Sir, I stand here to thank the hon. President for the Motion of Thanks. Actually, I have been listening to the various speeches that my hon. colleagues are making. I have read over this entire speech several times. There are very very interesting slogans in this. So, for a minute, I did not even know whether I was reading a magazine which was giving me product-oriented advertisements or whether we are talking about the future of the nation. I had really serious concerns about it. These are very interesting slogans. The first one wasSabka Saath Sabka Vikas.The other one wasEkatm Manavata Darshan (Integral Humanism). One wasAnnadaata Sukhibhava.And the last one was ‘Make in India’. ‘Make in India’ I felt very confident today because my brother Shri Anurag Thakur had extensively talked about Make in India. But his colleague – I was really very pleased in the morning during the Question Hour --Dr. Jitendra Singh went out of his way to praise the earlier governance and he finally, on behalf of the BJP accepted that governance is a process of continuity. It is not one thing that I did everything right and everything bad is what my predecessor has done. Sir, it is like when you cook athali,if the food is good and I serve it to you, I will say I cooked it; and if you say something is bad, I will say my sister-in-law cooked it. It does not work like that.",243,en
HON. DEPUTY SPEAKER,Very good! You have good experience in that!,8,en
SHRIMATI SUPRIYA SULE,"Sir, I am a joint family product. I know how the game works. Sir, this is a process of continuity. I thank the hon. Minister who accepted that a lot of these processes have been continuing from before. And it is not really us who do it. We are only policymakers who give probably the direction and the right direction. At least we try. Khargeji has extensively corrected many of the things which needed to be corrected. So, I will not repeat them. There are just a few points that I would like to flag. InSabka Saath, Sabka Vikasthey clearly talked about the Prime Minister’s Jan-Dhan Yojana. We welcome it. We welcome anything that is good for the country. We are all here to build a good and a progressive nation. So, whatever is good, we will definitely support the Government even if we are in opposition because we are a responsible opposition. They said that PM Jan-Dhan Yojana is for the common man. They said that many many thousands of crores of rupees were deposited. My maths is very bad, I do not know. They were making tall claims that a lot of good money has come. We are very happy about it. But the whole point is that if 68 per cent of those accounts have zero deposits, what is really our achievement? Can we claim that it is very good? I do not think it is morally right. I would not claim it. The other point is, there are many many children who have been probably taken into this scheme. They said you get insurance. There is an RTI activist who has found information about a young boy in Uttarakhand. This has already come in the newspapers also. He was in the scheme and he unfortunately had an accident and passed away. When his father went to get the claim he was told that unless transactions are done over a period of time, you do not get it. So, if 68 per cent people do not have money in their accounts and if there is no transaction happening, then who is going to get the insurance? Should we all not introspect and find out what really this scheme is all about? We are very happy about the scheme. We are very supportive about it. But there are loopholes in it. And I think if it is really for theAam Aadmi- which is what we are supposed to call but you call itSabka Saath, Sabka Vikas,which means the same thing, the bottom of the pyramid, even the hon. Parliamentary Minister said that this is for the poor, for the youth, for the women and for the farmers – then I think we really need to reexamine the scheme. And if there are loopholes, we should correct them. The other thing isEkatam Manavta Darshan(Integral humanism). Sir, we talk about diversity. India is full of beautiful languages, different kind of foods, different kind of States, lifestyles. And that is what we are proud of. But today are we really that diverse a society? We really need to think and introspect about it. Salimbhai talked about it, about the communal issues. I remember in the last speech which the hon. President did eight months ago, he talked about a national plan to curb communal violence. It is missing in this speech. What has the Government decided? What is their line? I really need to know it because we are having serious issues. Shri Piyush Goyal is sitting here who also comes from my State. Comrade Pansare was shot ten days ago. As a matter of fact, their ally Shiv Sena has also come down heavily on the Chief Minister of Maharashtra. He has got such criticism that I now feel very insecure and concerned. Today it is Comrade Pansare who talks openly. We are all liberal thinking people. Tomorrow it could be my turn or anybody else’s turn. Maharashtra is a very progressive State. Things have happened. We have tried to address them. Mr. Dabholkar’s case happened. We handed it over to the CBI because people showed no confidence in our Government and said maybe we were not capable of handling it. It has happened again. And what worries me most is, we criticizing as opposition is one thing but their own ally Shiv Sena has come down heavily on them. So, where do we really stand on this and who do I turn to? I am really put in a bind. That is why I am bringing this issue up here. Comrade Pansare’s death has really shaken the entire country. He was a Communist thinking man. We ideologically may not agree with him, but he was a very modern man. He brought out issues which were beyond communal barriers. Development, which you all talk about, has to go hand in hand. When the President of America says cruel things to us, we are also pained. We were happy that our Prime Minister hosted him. It is a proud moment for India. Even if we are in the Opposition, eventually when it comes to foreign dignitaries we take a united stand in front. But do we really need foreign dignitaries to say this to us? I think we really need to introspect what has happened to the national plan which you were talking about on communal violence and diversity. You go anywhere in the world, you talk about all these new programmes, you talk about national issues, your improving relations with everybody. But unless our whole house is in order and diversity is what we are proud of, if we do not put it into action, how will our country go ahead? I urge the Government that you really need to look into this because India is getting a bad name and then you should talk about integral humanism in the speech. It is a contradiction to what the Government is behaving and what it is doing.",996,en
श्री निशिकान्त दुबे ( गोड्डा ),"उपाध्यक्ष महोदय , मेरा यह रिक्वेस्ट था कि वह दीन दयाल उपाध्याय... ( व्यवधान )",15,hi
HON. DEPUTY SPEAKER,You cannot speak. You have to go to your seat and speak.,12,en
SHRIMATI SUPRIYA SULE,"Since the other issue is sensitive, he can send me the book and I will then not argue this case. I am a very patient listener and I will definitely hear his point of view. The other point which really concerns me and which I thought was very good was talking about toilets for girls which they have said. In 5 months, they are going to build toilet for every girl which is a wonderful thing and I congratulate the Government on it. For every girl, you will have a toilet in the school. That is what I thought I read. Did you not commit to that?",107,en
SHRI NISHIKANT DUBEY,"It is for every school, not for every girl.",9,en
SHRIMATI SUPRIYA SULE,"As per the ASER report which normally does the mapping of all these projects, the provision of toilets in schools is 90 per cent, usable toilets are 65 per cent, toilets for girls are 53 per cent and usable toilets for girls are 45 per cent. So I am very happy about this project. If they are going to do it in 5 months, I welcome the step. I am just selfishly talking about my State and my constituency and I would like to know where is the funding and the implementation and whom do I follow up with. If you tell me that, I will also want to join this programme because I really want every school-going girl and the boy also in my constituency to have a toilet. So if you tell me whom should I approach, it will be appreciated. Most Members will like it. But I remember the Minister of HRD had written to us that 50 per cent of money from our MPLAD fund should be given to toilets. I am confused and I am asking for your advice. One is, we have to pay for the toilets. Secondly, there is a very good scheme named Sansad Adarsh Gram Yojana which has come up. It is a wonderful project. But no special money has been given for it.",223,en
HON. DEPUTY SPEAKER,"Unless they increase the MPLADS funds, we cannot do it.",10,en
SHRI ASADUDDIN OWAISI (HYDERABAD),"Hon. Deputy Speaker Sir, we support you on this point.",10,en
SHRIMATI SUPRIYA SULE,"My suggestion is, if we have to give money for Sansad Adarsh Gram Yojana and for toilets in schools from MPLADS fund, we cannot do it with Rs 5 crore. I have 1.8 million voters. Why do you not increase the MPLADS fund to Rs 50 crore? Then we will do every project they want. The MPLADS fund can be increased to Rs 50 crore, we will absolutely welcome that. THE MINISTER OF STATE OF THE MINISTRY OF POWER, MINISTER OF STATE OF THE MINISTRY OF COAL AND MINISTER OF STATE OF THE MINISTRY OF NEW AND RENEWABLE ENERGY (SHRI PIYUSH GOYAL): Sir, with the Finance Commission’s recommendation which has come out in December, the devolution of funds is going to increase by 10 per cent to all the States. So I am sure the hon. Members will appreciate that rather than giving the money to MPs, it will go to the States and they can certainly get the work done which they are unable to do out of MPLADS through the States. … (Interruptions)",175,en
HON. DEPUTY SPEAKER,"The point she is raising is, hon. Prime Minister said 50 per cent of the MPLADS fund should go to the toilets. You are telling about the State Government. That is a different issue. It is high time to persuade the Prime Minister and the Finance Minister to increase the MPLADS fund to Rs 5 crore as she said. In Kerala, MLAs are given Rs 30 crore per tenure i.e. Rs.6 crore per year. When they are doing this and creating assets for the country, why cannot you do that?",90,en
SHRI A.P. JITHENDER REDDY,"Sir, we support you. We are all for it.",9,en
SHRI N.K. PREMACHANDRAN,"In our State, an MLA is getting not less than Rs 6 crore per year and an MLA during a tenure of 5 years is getting Rs 30 crore. My point is, either you enhance the amount or scrap it. That is my humble request to the Government.",48,en
SHRI MALLIKARJUN KHARGE,"Sir, do not scrap it. If you are getting some cold or cough, you cannot cut your nose or throat; you have to cure it. You can cure as a doctor. You are the Chairman, the doctor. We appeal to you. Instead of scrapping it, you enhance the fund. … (Interruptions)",51,en
HON. DEPUTY-SPEAKER,"Whatever hon. Members have expressed, as the Chairman of the MPLADS Committee, I will convey to the hon. Prime Minister. I will convey your feelings. There are Cabinet Ministers who are also here. They can convey it to the Cabinet and persuade our hon. Prime Minister to see that it is implemented. … (Interruptions)",54,en
SHRIMATI SUPRIYA SULE,Thank you very much. … (Interruptions),6,en
HON. DEPUTY SPEAKER,I cannot direct anything here; we can only make a request. … (Interruptions),13,en
SHRIMATI SUPRIYA SULE,"The only other thing worth complimenting that the Government is doing is about thePadho Bharat, Badho Bharat. It is a very welcome step. It is an extension of theSarva Shiksha Abhiyan. The only question is, they have been talking about a GSI platform, to spend money on GSI. Are you trying to tell me that the Government of India does not know where the schools are? It is already mapped. The ASER Report is a detailed report. The reply to the question on Mid-day Meal Scheme was also there today. All the information is there. Why are we spending time on this? Instead of duplicating all this, we should focus on the commitment they made in the last Address. In the last Address, there was a commitment for five IITs and IIMs. There is no mention of it. There is no money also for it. The IIT Act is also not being looked into. The commitment was to start five new IITs and IIMs in June, 2015. Where is it? My only concern is this. Education is a very serious subject. It is close to all our hearts. The IITs and IIMs are very important. It is a commitment made last time. There is really no movement on this. Like the policy about curbing communalism, there is no mention of this. So, I really want to flag it to the Government and ask what the status is because we have not been able to find any information. Another point which is a welcome step is about theSukanya Yojana. I want to make a request to this entire House, including me. We are all making a mistake when we say, ‘girl child’; it is not called ‘boy child’. Why should it be a ‘girl child’? It is a gender sensitivity. We talk about a gender equal society. We welcome this step. I would like to add one point. In the State of Maharashtra, we have had women’s reservation since 1994. We have a very good girls’ policy. It is really very good. So, if the Government can get that information on Maharashtra’s exceptionally well implemented policy, it will be good. When they turn 21 years of age, the deserving girls get lakhs of rupees. It is a much better scheme than what little I have understood about this scheme. Women are put into such a forte! I would like to take up the thought that Shri Kharge brought up. Since you are such a pro-women Government, you might as well quickly bring in the Women’s Reservation Bill right here on the 8thMarch and let us tell the nation we are serious about it; otherwise, we only talk about it. … (Interruptions) We will give your seat out of it. … (Interruptions) I am in an open seat.",466,en
HON. DEPUTY-SPEAKER,Please sit down. Another Member also wants to speak. … (Interruptions),11,en
SHRIMATI SUPRIYA SULE,"I want to make one quick point. They have talked about One-stop Crisis Centres. It is a very welcome step. We have one Centre in every State. If we are really serious about women’s security, we cannot afford to have only one Centre in every State. We should have one Centre in every district and in every block. Here, we are talking about women’s security and specifically domestic violence, which is a topic that is not discussed freely in the country. We need to expand this programme. I will quickly make two more points. We are today talking about farmers’ issues. It is something that is close to all our hearts. They have called itAnnadhata Sukhi Bhava. The situation has unfortunately come toAnnadhata Dukhi Bhava. I am not saying this. You will see that is the mood of the entire House. Today, you talk about the Land Acquisition Bill. I am not going to talk about it too much right now but there is only one point that really bothered me. In the Address, it says that the Land Acquisition Bill ‘has been suitably refined to minimize certain procedural difficulties’. ‘Suitable’ to whom? Is it the farmer, the consumer, to the Government? I do not really understand what it is. So, I have my reservations. If they would explain to us, I would be really happy. has been suitably refined to minimize certain procedural difficulties’. ‘Suitable’ to whom? Is it the farmer, the consumer, to the Government? I do not really understand what it is. So, I have my reservations. If they would explain to us, I would be really happy. There is a passing mention about sugarcane farmers in it. Sir, they have talked about oil companies buying the sugarcane. The reality is completely different. The oil companies are not very supportive to sugarcane farmers. Ethanol prices are tendered. Half the time tenders are cancelled and they are not cooperating at all. Payments are never made. Payments are supposed to be made in 14 days and for two-two months they do not do it. As a matter of fact, a BJP ally, Shri Raju Shetty, the hon Member is not here, was also talking against this yesterday. He is an ally of the ruling BJP and he was talking against the Land Acquisition Bill. He did not even go for yesterday’s NDA meeting. Nor did Shiv Sena. … (Interruptions) Oh, he was there. I am telling you what he told me.… (Interruptions) It is none of my business. I am just telling you the fact because unfortunately you do not know much about farmers. I was born in that family so, I know little more than that.",448,en
SHRI PIYUSH GOYAL,You may be missing as you were not invited.,9,en
SHRIMATI SUPRIYA SULE,"No. I am blessed with so many friends and well-wishers. I am happy to go everywhere but I have clarity. I am never confused. The other thing which is very-very critical, on a very serious note, is Rs.400 crore which the Government of Maharashtra has been asking for the drought that Vidarbha and Marathwada have had. This is something long pending with the Government. Today, supposedly, the ministerial meeting is there. The hon. Agriculture Minister talked about Rs.500 crore. Our demand is of Rs.4000 crore. So, I take this opportunity to say that this drought issue must be addressed. They have talked about Yoga. We are very happy that they have got into this. There is another issue which is really troubling this nation and that is tobacco. I have lost one of my closest colleagues recently due to oral cancer caused because of tobacco. In Maharashtra we have managed to ban gutka. Gutka is one of the very crude things which is available in India and is distributed. It is the biggest cause of oral cancer. If this Government could kindly address the gutka and tobacco issue and help us by banning it and by bringing awareness that will be of great help to the society. I think I am running short of time. I will not take much of your time. I thank the hon. President for his speech but if there is a little more clarity, I think we would all have felt far more satisfied. Thank you.",251,en
श्री जय प्रकाश नारायण यादव ( बाँका ),"उपाध्यक्ष महोदय , महामहिम राष्ट्रपति जी के अभिभा­ाण के बाद जो बहस शुरू हुई है , मैं उसकी चर्चा में भाग लेते हुए अपनी राय रख रहा हूं। 16 वीं लोक सभा के गठन के बाद महामहिम राष्ट्रपति महोदय जी का 9 जून , 2014 को एक अभिभा­ाण आया। महामहिम के द्वारा 23 फरवरी को दूसरा अभिभा­ाण सामने आया , यह सरकार का आईना है , उसी के आधार पर सरकार अपनी कार्यसंस्कृति को आगे बढ़ाएगी। इसी वक्त दैनिक जागरण के एक पहलू को मैं उद्धृत करना चाहूंगा , जिसमें आदरणीय मुरली मनोहर जोशी जी का एक लेख आया है , उसमें उन्होंने कहा है कि आबादी के एक वर्ग में यह अवधारणा बन रही है कि यह सरकार बड़े उद्योगपतियों को प्रोत्साहन दे रही है और गरीब , मध्यम वर्ग पर उतना ध्यान नहीं दे रही है जितना ध्यान देना चाहिए था। वे बीजेपी के वरिष्­ठ माननीय नेता हैं , इसीलिए इसको उद्धृत किया हूं , जब इधर से विपक्ष बोलता है तो आप लोग यह मानते हैं कि मेरा विरोध हो रहा है। हमको इंडिया को क्यों नहीं इंडिया शाइनिंग में ले जाते हैं। ...( व्यवधान ) जब अच्छे दिन आएंगे तो जरूर बोला जाएगा। महामहिम राष्ट्रपति महोदय जी के अभिभाष्­ाण में सांस्कृतिक विरासत की बात कही गई है। हमारी सांस्कृतिक धरोहर या विरासत हमारी एकता , अखंडता , भाईचारा और सद्भावना है। हम सब एक हैं। कहीं से नफरत का बू भी नहीं आना चाहिए। लेकिन नई सल्तनत आने के बाद इतनी नफरत की आवाज क्यों गुंजने लगा , यह पहले भी नहीं गूंजती थी , इसे जब रोका भी जाता है , तब भी नहीं रूकती है , जब टोका जाता है तब भी नहीं रुकती है। इसके पीछे क्या कारण है ? इसका मतलब है कि हमारी जो सांस्कृतिक विरासत है , उस पर चोट हो रही है , हमला हो रहा है। एक कहावत कही जाती है कि ‘ सर्वजन हिताय ’ । सर्वजन हिताय का मतलब है कि समाज के सभी धर्म , मजहब , जाति का विकास हो , यानी हम इस देश , मुल्क को आगे बढ़ायें। यह चमन हमारा है , बगिया हमारी है , फुलवाड़ी हमारी है और हम सब इसे आगे बढ़ाने का काम करेंगे। लेकिन हमें महसूस हो रहा है कि इसमें बहुत कमजोरी है। उपाध्यक्ष महोदय , सबका साथ - सबका विकास। हम राष्ट्रपति महोदय के अभिभाषण को उद्धृत कर रहे हैं। सबके साथ चलने के लिए आपको बड़ा दिल रखना पड़ेगा , सागर बनना पड़ेगा , हृदय उदार रखना पड़ेगा , लेकिन आपमें उदारता नहीं है। इसी कारण अमेरिकी राष्ट्रपति जाते - जाते अपनी बात कहकर चले गये कि भारत को एक रखना है , अखंड रखना है तो समाज के सभी धर्मों को आदर देना चाहिए। सरकार से लोगों ने जो उम्मीदें रखीं , इन्होंने उसे समाप्त कर दिया। जो बुनियादी सुविधा है , उसमें कोई परिवर्तन नहीं आया। आप कहते हैं कि समावेशी विकास करेंगे। समावेशी विकास गांव से चलता है। गरीब , दलित , शोषित , आदिवासी , पिछड़े और माइनोरिटीज का हमें विकास करना है। सभी वर्गों के समावेशी विकास के लिए आपके पास कोई कालबद्ध योजना नहीं है। यह देश नारे से नहीं चलता , काम से चलता है। आपने चुनाव से पहले एक नारा दिया , सब्ज - बाग दिखाया और लोग मुगालते में आ गये। लेकिन आज देश के सभी वर्ग और नौजवान अपने को ठगा महसूस कर रहे हैं और सोच रहे हैं कि यह क्या हो गया ? आपने श्रेष्ठ भारत की बात कही , एक भारत की बात कही। आदरणीय अनुराग जी और निशिकांत जी ने अपनी स्पीच में सरकार की प्रशंसा की। लेकिन आज काले धन के सवाल पर चुप्पी साधी जा रही है। यह चुप्पी क्यों साधी जा रही है ? चुनाव से पहले सबसे बड़ा डंका ये लोग ही बजा रहे थे कि स्विस बैंक से काला धन आयेगा , तो पन्द्रह - पन्द्रह लाख रुपया हर व्यक्ति के खाते में जायेगा। आज इस मुल्क के लोग जानना चाहते हैं कि वह काला धन क्यों नहीं आया ? यह बात केवल सदन में ही नहीं उठ रही , बल्कि गांव , गलियों और टोले - मोहल्लों में भी उठ रही है। हमारे जो निरक्षर भाई हैं , उनके दरवाजे तक यह बात चली गयी है। आज आपका यह नारा है कि बेरोजगार नौजवानों को नौकरी देंगे , हरेक को नौकरी देंगे। लेकिन सात नौकरियां भी आपने नहीं दीं। आपने नौकरी देना बंद कर दिया है। आज नौजवान उत्साह , आशा और विश्वास में है कि हमें नौकरी मिलेगी। पढ़े - लिखे नौजवान जो बी.ए. , एम.ए. , पोलिटेक्निक , आई.आई.टी. करके बैठे हुए हैं , वे सोचते हैं कि हमें नौकरी मिलेगी , लेकिन सब्ज - बाग दिखाकर आवाम और नौजवान के साथ ठगी की गयी। महंगाई की जहां तक बात है , तो वह आज नहीं घटी है। हर कोई कबूल करता है कि महंगाई नहीं घटी है। सब्जी , नमक , तेल , दाल , चावल आदि घरेलू सामान का दाम नहीं घटा है। ये कहते थे कि हम आयेंगे तो महंगाई घटायेंगे , लेकिन ऐसा कुछ नहीं हुआ। पेट्रोल और डीजल का दाम आपने नहीं घटाया , क्योंकि इनके दाम अंतर्राष्ट्रीय बाजार से निर्धारित होते हैं। उपाध्यक्ष महोदय , कुल मिलाकर यही हुआ , डंका खूब बजा , शोर खूब हुआ , लेकिन खोदा पहाड़ और निकली चुहिया वाली कहावत आज बी.जे.पी. के लिए चरितार्थ हो रही है। यही आज स्थिति बन रही है। जन - धन योजना लागू की गयी और कहा गया कि हम अच्छे दिन लायेंगे। ...( व्यवधान ) हर हाथ को काम देंगे और हर खेत को पानी देंगे। आज हर हाथ काम मांग रहा है , हर खेत पानी मांग रहा है। हम बिहार के बांका जिले से आते हैं , वहां आज भी इंसान नदी के पानी को पी रहा है। 18.00 hrs. आज वहां पीने का स्वच्छ पानी नहीं है , इसीलिए आज वहां स्थिति बद से बदतर हो गयी है। ...( व्यवधान ) बौद्ध सर्किट बन रहा है , अच्छी बात है , और सर्किट बने , लेकिन हमारी मांग है कि शेरशाह सूरी , जिन्होंने ग्रांट ट्रंक रोड बनाई , उनके नाम पर एक परिपथ बनना चाहिए। बिहार को विशेष दर्जा देना चाहिए। लगभग 284 घोषणाएं की गई हैं।... ( व्यवधान )",1032,hi
HON. DEPUTY-SPEAKER,"If the House agrees, then we can continue till the speech of the hon. Member is over.",17,en
श्री जय प्रकाश नारायण यादव,"जिनमें से पांच घोषणाएं भी इम्पलीमेंट नहीं हुई हैं। इसलिए इस सत्ता को खुशी नहीं है , गम करना चाहिए कि आपने बेहतर भारत बनाने का सपना पूरा नहीं किया है। मनरेगा में यही हालत है , निर्मल भारत में यही हालत है , आज किसान आत्महत्या कर रहे हैं। मेक इन इंडिया की बात और सारा सब्जबाग दिखाने की बात , आज की तारीख में हम मानते हैं कि यह सरकार घोषणा वाली सरकार है , कर्म वाली सरकार नहीं है , काम वाली सरकार नहीं है , यह सिर्फ सब्जबाग दिखाकर सत्ता में आई है। इसलिए अजेय बहुमत की यह सरकार अध्यादेश लाई है। इसीलिए अध्यादेश यह बताता है कि इस शासक की नीयत ठीक नहीं है। यह बात संसद में भी साबित हुई और दिल्ली के विधान सभा चुनाव में भी यह बात साबित हुई है। इसलिए सत्ता का चिराग बुझता जा रहा है , रोशनी बदलती जा रही है , अजेय बहुमत अब पराजय की ओर बढ़ता जा रहा है , क्योंकि , लोकतंत्र की खूबसूरती को आपने बर्बाद करने का काम किया है। उपाध्यक्ष महोदय , अंत में मैं यही कहूंगा कि सरकार को कितना भी बोला जाएगा , यह सुधरने वाली नहीं है। अच्छे दिन नहीं आज काला दिन आ रहा है और इसे सभी लोग समझ रहे हैं। आप लोग भी समझ रहे हैं , क्या आप लोगों के काम हो रहे हैं ?",231,hi
HON. DEPUTY-SPEAKER,Please wind up.,3,en
श्री जय प्रकाश नारायण यादव,"हम लोग माननीय सदस्य हैं , सांसद आदर्श ग्राम योजना एवं अन्य योजनाओं में क्या स्थिति है।",17,hi
HON. DEPUTY-SPEAKER,Please wind up.,3,en
श्री जय प्रकाश नारायण यादव,"मैं अपनी बात समाप्त करता हूं। उपाध्यक्ष महोदय ने समय दिया , मैं उनको धन्यवाद देते हुए अपनी बात समाप्त करता हूं।",22,hi
HON. DEPUTY-SPEAKER,"The House stands adjourned to meet again tomorrow at 11 a.m. 18.02 hrs on Thursday, February 26, 2015/Phalguna 7, 1936 (Saka) * * ण्ड्ढ म्श्र्द अ र्ठ्ठद्धत्ड्ढड्ड ठ्ठडदृध्ड्ढ ण्ड्ढ दठ्ठर्ड्ढ दृढ ठ्ठ ग्ड्ढथ्र्डड्ढद्ध त्दड्डत्हठ्ठय्ड्ढद्म् ण्ठ्ठद्य् ण्ड्ढ र्द्वड्ढद्य्त्दृद र्ठ्ठद्म् ठ्ठहय्द्वठ्ठथ्न्र् ठ्ठत्ड्ढड्ड दृद ण्ड्ढ ढथ्दृदृद्ध दृढ ण्ड्ढ H दृद्वम्ड्ढ डन्र् ण्ठ्ठद्य् ग्ड्ढथ्र्डड्ढद्ध. * * ग़्दृद्य् द्धड्ढहदृद्धड्डड्ढड्ड. * * ग़्दृद्य् द्धड्ढहदृद्धड्डड्ढड्ड * * ग़्दृद्य् द्धड्ढहदृद्धड्डड्ढड्ड. * * च्द्रड्ढड्ढहण् र्ठ्ठद्म् थ्ठ्ठत्ड्ड दृद ण्ड्ढ र्ठ्ठडथ्ड्ढ. * * च्द्रड्ढड्ढहण् र्ठ्ठद्म् थ्ठ्ठत्ड्ड दृद ण्ड्ढ र्ठ्ठडथ्ड्ढ. * * च्द्रड्ढड्ढहण् र्ठ्ठद्म् थ्ठ्ठत्ड्ड दृद ण्ड्ढ र्ठ्ठडथ्ड्ढ. * * च्द्रड्ढड्ढहण् र्ठ्ठद्म् थ्ठ्ठत्ड्ड दृद ण्ड्ढ र्ठ्ठडथ्ड्ढ * * च्द्रड्ढड्ढहण् र्ठ्ठद्म् थ्ठ्ठत्ड्ड दृद ण्ड्ढ र्ठ्ठडथ्ड्ढ * * ग़्दृद्य् द्धड्ढहदृद्धड्डड्ढड्ड * * च्द्रड्ढड्ढहण् र्ठ्ठद्म् थ्ठ्ठत्ड्ड दृद ण्ड्ढ र्ठ्ठडथ्ड्ढ. * * च्द्रड्ढड्ढहण् र्ठ्ठद्म् थ्ठ्ठत्ड्ड दृद ण्ड्ढ र्ठ्ठडथ्ड्ढ. * * च्द्रड्ढड्ढहण् र्ठ्ठद्म् थ्ठ्ठत्ड्ड दृद ण्ड्ढ र्ठ्ठडथ्ड्ढ * * च्द्रड्ढड्ढहण् र्ठ्ठद्म् थ्ठ्ठत्ड्ड दृद ण्ड्ढ र्ठ्ठडथ्ड्ढ * * च्द्रड्ढड्ढहण् र्ठ्ठद्म् थ्ठ्ठत्ड्ड दृद ण्ड्ढ र्ठ्ठडथ्ड्ढ * * ग़्दृद्य् द्धड्ढहदृद्धड्डड्ढड्ड. * * ग़्दृद्य् द्धड्ढहदृद्धड्डड्ढड्ड ठ्ठद्म् दृद्धड्डड्ढद्धड्ढड्ड डन्र् ण्ड्ढ ण़्ठ्ठत्द्ध.",159,hi
