Speaker,Speech,Words_in_Speech,Language
SHRI BHARTRUHARI MAHTAB (CUTTACK),I would ask the hon. Minister to take a separate class for the hon. Member and inform him the actual position because the manner in which disinformation is being created is not good.....(Interruptions),33,en
SHRI ADHIR RANJAN CHOWDHURY,We do not need an agency like you of BJP party. Better you should sit there.....(Interruptions),16,en
SHRI ANUBHAV MOHANTY (KENDRAPARA),We will decide where we should sit. ....(Interruptions),8,en
SHRI PRALHAD JOSHI,They cannot digest the truth. That is why he is talking like that.....(Interruptions),13,en
SHRI ANUBHAV MOHANTY,"Sir, it is an unnecessary behaviour. It is our business. ....(Interruptions)",11,en
श्री अधीर रंजन चौधरी,"सर , आज हालात यह हो गए हैं कि New Delhi is now resembling a provincial capital today. Don’t take me wrong.सर,हमारा स्टेटस गिर गया है । सर,बीजेपी का क्या मकसद है?ये बोलते हैं कि हम न्यू इंडिया बनाएंगे । न्यू इंडिया बनाने का क्या मतलब होता है?आपने कौन सा न्यू इंडिया बनाया है?हम जैसा न्यू इंडिया देखते हैं,उसमें शुरू में कोशिश करते हैं कि हमारे जो हिन्दुस्तान के नेता है या हिन्दुस्तान के जो ड्रीमर्स हैं,उनको शामिल किया जाए,जिसको हम को-ऑप्शनल कहते हैं ।You are practicing co-optional politics.आपने क्या किया?आप नेहरू जी को लेकर आए,आप महात्मा जी को लेकर आए और आपने बहुत सारे महापुरुषों का नाम भी उठाया है । यह हमें बहुत अच्छा लगा । सर हमारा स्टेटस गिर गया है । सर बीजेपी का क्या मकसद है ये बोलते हैं कि हम न्यू इंडिया बनाएंगे । न्यू इंडिया बनाने का क्या मतलब होता है आपने कौन सा न्यू इंडिया बनाया है हम जैसा न्यू इंडिया देखते हैं उसमें शुरू में कोशिश करते हैं कि हमारे जो हिन्दुस्तान के नेता है या हिन्दुस्तान के जो ड्रीमर्स हैं उनको शामिल किया जाए जिसको हम को-ऑप्शनल कहते हैं । आपने क्या किया आप नेहरू जी को लेकर आए आप महात्मा जी को लेकर आए और आपने बहुत सारे महापुरुषों का नाम भी उठाया है । यह हमें बहुत अच्छा लगा । यह आपकी मजबूरी है । In the pantheon of dreamers, you have not included the names of other dreamers of our country, including Swami Vivekananda, Netaji Subhash Chandra Bose, Indira Gandhi, Rahul Gandhi and even Atal Bihari Vajpayeeji. …(Interruptions)राजीव गांधी,ठीक कर लिया । …(व्यवधान) ठीक कर लिया है । ठीक है । …(व्यवधान) यह कोई गलती नहीं है । …(व्यवधान) इसमें कोई गलती नहीं है,ऐसा हो सकता है । …(व्यवधान) हो सकता है । …(व्यवधान) इंदिरा जी,राजीव जी,बोल दिया । …(व्यवधान) उसके साथ ही आपने अटल बिहारी वाजपेयी जी को नहीं लिया । …(व्यवधान) अटल बिहारी वाजपेयी जी ने हिन्दुस्तान के रूरल डेवलपमेंट में एक सिग्नीफिकेंट भूमिका निभाई थी । …(व्यवधान) उनको भी इसमें रहना चाहिए । वह भी एक ड्रीमर थे । …(व्यवधान) आप दिखाते हैं कि हमारा सिर्फ एक ही ड्रीमर है । एक ड्रीमर नहीं,हिन्दुस्तान में बहुत सारे ड्रीमर्स हैं । …(व्यवधान) आपके न्यु इंडिया में क्या हो रहा है?आपके न्यु इंडिया में आज पोलराइजेशन हो रहा है । आपके न्यु इंडिया में दलितों के ऊपर अत्याचार हो रहा है । आपके न्यु इंडिया में गरीबी बढ़ रही है । आपके न्यु इंडिया में रोजगार नहीं है । आपके न्यु इंडिया में रिलीजियस जिंगोइज्म हो रहा है । आपके न्यु इंडिया में मॉब लिंचिंग होती है । यह है आपका न्यु इंडिया,जिसमें मॉब लिंचिंग होती है,दलित रिप्रेशन होता है और रिलीजियस जिंगोइज्म होता है । यही है आपका न्यु इंडिया । …(व्यवधान) राजीव गांधी ठीक कर लिया । …(व्यवधान) ठीक कर लिया है । ठीक है । …(व्यवधान) यह कोई गलती नहीं है । …(व्यवधान) इसमें कोई गलती नहीं है ऐसा हो सकता है । …(व्यवधान) हो सकता है । …(व्यवधान) इंदिरा जी राजीव जी बोल दिया । …(व्यवधान) उसके साथ ही आपने अटल बिहारी वाजपेयी जी को नहीं लिया । …(व्यवधान) अटल बिहारी वाजपेयी जी ने हिन्दुस्तान के रूरल डेवलपमेंट में एक सिग्नीफिकेंट भूमिका निभाई थी । …(व्यवधान) उनको भी इसमें रहना चाहिए । वह भी एक ड्रीमर थे । …(व्यवधान) आप दिखाते हैं कि हमारा सिर्फ एक ही ड्रीमर है । एक ड्रीमर नहीं हिन्दुस्तान में बहुत सारे ड्रीमर्स हैं । …(व्यवधान) आपके न्यु इंडिया में क्या हो रहा है आपके न्यु इंडिया में आज पोलराइजेशन हो रहा है । आपके न्यु इंडिया में दलितों के ऊपर अत्याचार हो रहा है । आपके न्यु इंडिया में गरीबी बढ़ रही है । आपके न्यु इंडिया में रोजगार नहीं है । आपके न्यु इंडिया में रिलीजियस जिंगोइज्म हो रहा है । आपके न्यु इंडिया में मॉब लिंचिंग होती है । यह है आपका न्यु इंडिया जिसमें मॉब लिंचिंग होती है दलित रिप्रेशन होता है और रिलीजियस जिंगोइज्म होता है । यही है आपका न्यु इंडिया । …(व्यवधान)",662,hi
माननीय अध्यक्ष,"माननीय सदस्य ,अब आप कन्क्लूड करें । अब आप कन्क्लूड करें ।",12,hi
श्री अधीर रंजन चौधरी,"सर ,यह जो सरकार आई,यह चेस्ट थम्पिंग गवर्नमेंट आई है । ये ब्रैगिंग और वेनग्लोरी जानते हैं,उसके अलावा कुछ नहीं जानते हैं । …(व्यवधान) यह जो सरकार आई यह चेस्ट थम्पिंग गवर्नमेंट आई है । ये ब्रैगिंग और वेनग्लोरी जानते हैं उसके अलावा कुछ नहीं जानते हैं । …(व्यवधान) सर , मैं एक और छोटा सा मुद्दा उठाना चाहता हूं । चाइना के साथ हमारी इतनी दुश्मनी रहते हुए भी आप चाइना को 5जी कांट्रैक्ट क्यों दे रहे हैं ? जहां अमेरिका ने ना कर दिया , यूरोप ने ना कर दिया , आस्ट्रेलिया ने ना कर दिया , कनाडा ने ना कर दिया , आप उसे 5जी की सुविधा क्यों दे रहे हैं ? यह हमारा क्रिटिकल इंफ्रास्ट्रक्चर है , अगर 5जी चाइना को मिल जाए तो हमारे लिए बड़ा खतरा पैदा करेगा । इसमें भी आप सोच-समझकर कदम उठाइए । …(व्यवधान) सर , जो अटल बिहारी वाजपेयी जी की सरकार थी , उनके काफी नजदीकी एक एडवाइजर थे , उनका नाम था कुलकर्णी जी । …(व्यवधान) सुधीन्द्र कुलकर्णी की एक बात मैं क्वोट करना चाहता हूं । सुधीन्द्र कुलकर्णी ने एक बात कही : “What does the Sangh Paravar want? The Sangh Parivar wants second republic.” क्योंकि पहले रिपब्लिक में उनका कोई योगदान नहीं था , * * …(व्यवधान) ब्रिटिश लोगों के लिए अपनी युवा को रिक्रूट करने के लिए कहा था । …(व्यवधान) उसमें उनका कोई योगदान नहीं था । इसलिए वे सेकण्ड रिपब्लिक चाहते हैं ।…(व्यवधान) व्यवधान) ब्रिटिश लोगों के लिए अपनी युवा को रिक्रूट करने के लिए कहा था । …(व्यवधान) उसमें उनका कोई योगदान नहीं था । इसलिए वे सेकण्ड रिपब्लिक चाहते हैं ।…(व्यवधान)",270,hi
माननीय अध्यक्ष,रिकॉर्ड से निकाल देना । …( व्यवधान),7,hi
श्री अधीर रंजन चौधरी,"सर , सेकण्ड रिपब्लिक का मतलब क्या होता है ? सेकण्ड रिपब्लिक का मतलब है कि हिन्दू राष्ट्र बनाना चाहिए । Sir, de-nationalising a community or at least diminishing its place in the nation is the hidden agenda of the Citizenship (Amendment) Act. What do they want? They foretell a plan by the Sangh Parivar, the ideological family to which the Ruling Party belongs, to transform the Indian State into a Hindu State, Indian society from a Hindu majority society into a Hindu-majoritarian society and, finally, the Indian nation itself into a Hindu nation. यह मैं नहीं कह रहा हूं , यह एडवाइजर सुधीन्द्र कुलकर्णी का बयान है । यह मेरा नहीं है । मैं और एक बात कहना चाहता हूं । एफ. एस. एजाजुद्दीन नाम के एमिनेंट पाकिस्तानी स्कॉलर हैं , उन्होंने कहा है : “We, Pakistanis, have paid a huge price - violent conflicts, sectarianism, extremism, intolerance and loss of rights and freedom – because we allowed Islamisation of our State and society. If India wants to commit the same mistake by allowing its Hindu-isation, you are almost welcome, but remember that the price you will pay will be far, far higher.” सर , इसलिए आज हिन्दुस्तान में संविधान की रक्षा करने के लिए जो संग्राम हो रहे है , जो प्रदर्शन हो रहे हैं , आन्दोलन हो रहे हैं , उनको हम सभी को मदद करनी चाहिए , क्योंकि वे संविधान को बचाना चाहते हैं । हम लोग मदद करना चाहते हैं ।…(व्यवधान) यह संविधान को बचाने की लड़ाई है और उससे डर कर आप लड़खड़ाते हुए पीछे हट रहे हैं । Last but not the least, let me talk about the courses of civilisation.वर्ष 1939 में जब सेकेण्ड वर्ल्ड वार शुरू हो गया था,तब हमारे रविन्द्र नाथ टैगोर यूरोप में गए थे । उन्होंने वहां देखा कि आइंस्टाइन को जर्मन से भगाया जा रहा है । उन्होंने यह देखा कि वहां के अच्छे-अच्छे लोगों पर अत्याचार हो रहे थे,तब कवि का मन बहुत दु:खी हुआ था । उन्होंने अपने दोस्तों को पत्र लिख कर कहा था कि मैंने यूरोप में देखा कि इस तरह का फासिज्म चल रहा है,इससे निपटने का क्या रास्ता है?उनको बहुत दोस्तों ने रिप्लाई दिया । एक रिप्लाई ऐसा था :- वर्ष 1939 में जब सेकेण्ड वर्ल्ड वार शुरू हो गया था तब हमारे रविन्द्र नाथ टैगोर यूरोप में गए थे । उन्होंने वहां देखा कि आइंस्टाइन को जर्मन से भगाया जा रहा है । उन्होंने यह देखा कि वहां के अच्छे-अच्छे लोगों पर अत्याचार हो रहे थे तब कवि का मन बहुत दु:खी हुआ था । उन्होंने अपने दोस्तों को पत्र लिख कर कहा था कि मैंने यूरोप में देखा कि इस तरह का फासिज्म चल रहा है इससे निपटने का क्या रास्ता है उनको बहुत दोस्तों ने रिप्लाई दिया । एक रिप्लाई ऐसा था :- The course of civilisation has never been determined by the brutal forces. The course of civilisation is determined by the forces of humanity. Therefore, neither the Brown shirt of Hitler nor the Black shirt of Mussolini is going to determine the course of civilisation in the contemporary period. The course of civilisation is going to be determined by a person who has no shirt and he is Mahatma Gandhi. He still lives in our soul. हम आपके खिलाफ लड़ते रहेंगे । जितनी संख्या हो जाए , हम आपके खिलाफ लड़ते रहेंगे , क्योंकि आप अन्याय कर रहे हैं , देश का विभाजन कर रहे हैं , देश के टुकड़े करना चाहते हैं , इसलिए आपके खिलाफ लड़ना वाजिब है । “ ना संघर्ष न तकलीफ , मजा क्या है जीने में । बड़ा-बड़ा तूफान थम जाएगा , जब आग लगी हो सीने में ।” हमारे सीने में आग लगी है । हिन्दुस्तान के लोकतंत्र को बचाने के लिए और संविधान को खत्म करने वाली साजिश से लड़ने के लिए , हमारे सीने में आग लगी है , हम लड़ते रहेंगे । जय हिंद ।",649,hi
माननीय अध्यक्ष,श्री पी. पी. चौधरी जी । …( व्यवधान ),9,hi
SHRI BHARTRUHARI MAHTAB,"Sir, Shri Adhir Ranjan Chowdhury quoted Shri Sudheendra Kulkarni. He has to place that material on the Table of the House.",21,en
श्री प्रहलाद जोशी,उनको प्रेज करने दें ।…(व्यवधान),5,hi
